title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
電人イェーガーのテーマ (Theme of DENJIN J)	Base	Base	0	0		0	20.146									TRUE	5	NP	F	0	-	563		TRUE	7	NP	F	0	-	796																		TRUE	8	NP	F	0	-	700		TRUE	10	EX	AA	1439	14	835	2.01460000E+001																	
19,November	Bits	Bits	5000	6500	9000	21.384	28.3765									FALSE	5	NP	F	0	-	560		FALSE	6	NP	F	0	-	733		TRUE	8	HC	AA	1584	12	910	2.13840000E+001									FALSE	5	NP	F	0	-	589		FALSE	7	NP	F	0	-	733		TRUE	10	EX	AAA	1957	9	1045	2.83765000E+001									
SOMETHING WONDERFUL	Bits	Bits	5000	8000	10500	0	24.556									FALSE	6	NP	F	0	-	471		FALSE	8	NP	F	0	-	688		TRUE	10	NP	F	0	-	1003										FALSE	4	NP	F	0	-	458		FALSE	8	NP	F	0	-	690		TRUE	11	EX	AA	1754	6	1003	2.45560000E+001									
A	Bits	Bits	7000	10500	12000	28.1205	31.1715									FALSE	6	NP	F	0	-	666		TRUE	10	NP	F	0	-	1111		TRUE	12	HC	AA	2083	32	1260	2.81205000E+001									FALSE	8	NP	F	0	-	613		TRUE	11	EX	AAA	2036	9	1119		TRUE	12	HC	AA	2309	41	1343	3.11715000E+001									
AVE DE RAPINA	Base	Base	0	0	0	0	30.39									TRUE	6	NP	F	0	-	713		TRUE	8	NP	F	0	-	882		TRUE	9	NP	F	0	-	934										TRUE	8	NP	F	0	-	948		TRUE	10	FC	AAA	2026	2	1113	3.03900000E+001																	
Bad Routine	Base	Base	0	0	0	22.8015	28.826									TRUE	5	NP	F	0	-	522		TRUE	7	NP	F	0	-	716		TRUE	9	HC	AA	1689	24	964	2.28015000E+001									TRUE	6	NP	F	0	-	566		TRUE	7	NP	F	0	-	716		TRUE	9	EX	AAA	1988	3	1042	2.88260000E+001									
BRING HER DOWN	Bits	Bits	6000	8500	4500	0	15.6625									FALSE	5	NP	F	0	-	533		TRUE	7	NP	F	0	-	745		FALSE	9	NP	F	0	-	900										FALSE	7	NC	AA	1253	10	751	1.56625000E+001	TRUE	10	NP	F	0	-	1010																		
Burning Heat! (Full Option Mix)	Bits	Bits	4000	5000	8000	7.26	23.926									FALSE	4	NP	F	0	-	361		FALSE	5	NP	F	0	-	494		TRUE	7	F	C	726	-	755	7.26000000E+000	TRUE	10	NP	F	0	-	931		FALSE	4	NP	F	0	-	359		FALSE	5	NP	F	0	-	496		TRUE	9	EX	AA	1359	11	789		TRUE	10	HC	AAA	1709	12	945	2.39260000E+001	
CLOUDY MUSIC	Bits	Bits	5000	7500		0	0									FALSE	5	NP	F	0	-	422		FALSE	7	NP	F	0	-	620																		FALSE	5	NP	F	0	-	422		FALSE	8	NP	F	0	-	619																		
D2R	Bits	Bits	5000	6000	4000	0	0									FALSE	5	NP	F	0	-	494		FALSE	6	NP	F	0	-	671		TRUE	8	NP	F	0	-	823										FALSE	5	NP	F	0	-	525		FALSE	6	NP	F	0	-	665																		
DESTINY	Bits	Bits	4500	6000	4000	0	0									FALSE	5	NP	F	0	-	546		FALSE	6	NP	F	0	-	700		FALSE	8	NP	F	0	-	925										FALSE	4	NP	F	0	-	575		FALSE	6	NP	F	0	-	700																		
entrance	Bits	Bits	5500	8000	9500	0	32.31									FALSE	5	NP	F	0	-	480		FALSE	8	NP	F	0	-	740		TRUE	9	NP	F	0	-	845										FALSE	6	NP	F	0	-	648		FALSE	8	NP	F	0	-	778		TRUE	10	FC	AAA	2154	0	1150	3.23100000E+001									
Glorious Days	Base	Base	0	0	0	0	0									TRUE	3	NP	F	0	-	262		TRUE	5	NP	F	0	-	411		TRUE	6	NP	F	0	-	463										TRUE	6	NP	F	0	-	395		TRUE	7	NP	F	0	-	461																		
Happy Wedding	Base	Base	0	0	0	22.134	28.2895									TRUE	6	NP	F	0	-	620		TRUE	7	NP	F	0	-	872		TRUE	8	EX	AA	1581	6	940	2.21340000E+001									TRUE	6	NP	F	0	-	610		TRUE	8	NP	F	0	-	899		TRUE	10	EX	AAA	1951	16	1061	2.82895000E+001									
i feel ...	Bits	Bits	4000	5000	3500	0	0									FALSE	4	NP	F	0	-	454		FALSE	5	NP	F	0	-	556		FALSE	7	NP	F	0	-	626										FALSE	4	NP	F	0	-	527		FALSE	5	NP	F	0	-	556																		
Let the Snow Paint Me	Bits	Bits	5000	6500	3500	0	0									FALSE	4	NP	F	0	-	431		FALSE	6	NP	F	0	-	537		FALSE	7	NP	F	0	-	624										FALSE	6	NP	F	0	-	485		FALSE	7	NP	F	0	-	559																		
Love Me Do	Bits	Bits	5000	7000	4500	0	0									FALSE	5	NP	F	0	-	571		FALSE	7	NP	F	0	-	857		FALSE	9	NP	F	0	-	1058										FALSE	5	NP	F	0	-	577		FALSE	7	NP	F	0	-	899																		
Marmalade Reverie	Bits	Bits	5000	6000	8000	0	25.085									FALSE	4	NP	F	0	-	436		FALSE	5	NP	F	0	-	504		TRUE	7	NP	F	0	-	638										FALSE	6	NP	F	0	-	580		FALSE	7	NP	F	0	-	704		TRUE	9	EX	AAA	1730	2	921	2.50850000E+001									
MAX 300	Bits	Bits	7000	10000		0	22.842									FALSE	8	NP	F	0	-	571		TRUE	10	NP	F	0	-	982																		FALSE	6	NP	F	0	-	566		TRUE	10	HC	AA	1692	30	982	2.28420000E+001																	
Spica	Base	Base	0	0	0	13.76	27.648									TRUE	4	NP	F	0	-	328		TRUE	9	NP	F	0	-	772		TRUE	11	F	B	1376	89	1167	1.37600000E+001									TRUE	3	NP	F	0	-	327		TRUE	9	NP	F	0	-	782		TRUE	12	HC	AA	2048	23	1203	2.76480000E+001									
Tomorrow Perfume	Bits	Bits	6000	9500	10000	7.19	32.214									FALSE	6	NP	F	0	-	685		TRUE	9	F	D	719	-	1000	7.19000000E+000	TRUE	9	NP	F	0	-	1085										FALSE	6	NP	F	0	-	729		TRUE	10	EX	AAA	2157	7	1212		TRUE	11	EX	AA	2301	12	1311	3.22140000E+001									
ZERO-ONE	Bits	Bits	5000	8500	10000	0	36.232									FALSE	5	NP	F	0	-	556		FALSE	9	NP	F	0	-	874		TRUE	10	NP	F	0	-	1132		TRUE	11	NP	F	0	-	1448		FALSE	5	NP	F	0	-	556		FALSE	8	NP	F	0	-	874		TRUE	10	EX	AA	2056	3	1169		TRUE	11	EX	AA	2588	14	1458	3.62320000E+001	
革命	Bits	Bits	6500	11000	11000	15.084	32.8725									TRUE	6	NP	F	0	-	392		TRUE	10	HC	B	1257	15	1004	1.50840000E+001	TRUE	10	NP	F	0	-	1183										TRUE	7	FC	AAA	1361	0	702		TRUE	12	EX	AA	1936	18	1209		TRUE	12	HC	AA	2435	37	1401	3.28725000E+001									
airflow	Base	Base	0	0	0	14.339	19.6185									TRUE	3	NP	F	0	-	295		TRUE	5	NP	F	0	-	402		TRUE	7	HC	A	1103	17	721	1.43390000E+001									TRUE	3	NP	F	0	-	293		TRUE	6	NP	F	0	-	402		TRUE	7	EX	AAA	1353	2	721	1.96185000E+001									
ALL RIGHT	Bits	Bits	5500	8000	9500	0	22.6345									FALSE	4	NP	F	0	-	446		FALSE	8	NP	F	0	-	658		TRUE	9	NP	F	0	-	815										FALSE	7	NP	F	0	-	501		FALSE	8	NP	F	0	-	720		TRUE	10	EX	AAA	1561	10	860	2.26345000E+001									
bit mania	Bits	Bits	4500	5500	4000	0	0									FALSE	4	NP	F	0	-	458		FALSE	5	NP	F	0	-	643		FALSE	8	NP	F	0	-	934										FALSE	5	NP	F	0	-	536		FALSE	6	NP	F	0	-	643																		
CELEBRATE NITE	Bits	Bits	5000	6500	8000	0	23.374									FALSE	5	NP	F	0	-	471		FALSE	6	NP	F	0	-	591		TRUE	8	NP	F	0	-	714		TRUE	10	NP	F	0	-	875		FALSE	5	NP	F	0	-	471		FALSE	7	NP	F	0	-	632		TRUE	8	FC	AAA	1380	2	731		TRUE	10	EX	AAA	1612	5	884	2.33740000E+001	
Colors -Y&Co. Eurobeat Remix-	Base	Base	0	0	0	0	0									TRUE	5	NP	F	0	-	585		TRUE	9	NP	F	0	-	1029		TRUE	10	NP	F	0	-	1100										TRUE	6	NP	F	0	-	663		TRUE	10	NP	F	0	-	1068		TRUE	10	NP	F	0	-	1100										
DANCER	Bits	Bits	4000	5000	7500	0	0									FALSE	4	NP	F	0	-	444		FALSE	5	NP	F	0	-	522		TRUE	7	NP	F	0	-	712										FALSE	4	NP	F	0	-	547		FALSE	5	NP	F	0	-	634		TRUE	8	NP	F	0	-	845										
dissolve	Bits	Bits	5000	8000	4000	15.691	0									FALSE	5	NP	F	0	-	491		TRUE	7	NC	AAA	1207	2	658	1.56910000E+001	TRUE	8	HC	A	1070	22	784										FALSE	5	NP	F	0	-	574		TRUE	9	NP	F	0	-	761																		
dual control	Bits	Bits	4500	7500	9000	0	23.04									FALSE	5	NP	F	0	-	403		FALSE	7	NP	F	0	-	763		TRUE	9	NP	F	0	-	961										FALSE	4	NP	F	0	-	403		FALSE	8	NP	F	0	-	756		TRUE	9	FC	AAA	1536	3	854	2.30400000E+001									
FLUTE MAN	Bits	Bits	4500	7000	8500	0	15.36									FALSE	4	NP	F	0	-	299		FALSE	7	NP	F	0	-	465		TRUE	8	NP	F	0	-	553										FALSE	5	NP	F	0	-	376		FALSE	7	NP	F	0	-	472		TRUE	9	FC	AAA	1024	1	553	1.53600000E+001									
Giudecca	Bits	Bits	4500	9500	11000	17.514	30.394									FALSE	4	NP	F	0	-	470		TRUE	9	NP	F	0	-	1016		TRUE	11	EC	B	1668	83	1381	1.75140000E+001									FALSE	5	NP	F	0	-	600		TRUE	10	NP	F	0	-	1129		TRUE	11	EX	AA	2171	17	1392	3.03940000E+001									
Hormiga obrera	Bits	Bits	5500	7500	8500	0	0									FALSE	5	NP	F	0	-	613		FALSE	7	NP	F	0	-	764		TRUE	8	NP	F	0	-	913										FALSE	6	NP	F	0	-	736		FALSE	8	NP	F	0	-	959		TRUE	9	NP	F	0	-	1055										
HYPER BOUNDARY GATE	Bits	Bits	6000	8000	9500	0	30.33									FALSE	6	NP	F	0	-	646		FALSE	8	NP	F	0	-	976		TRUE	9	NP	F	0	-	1115										FALSE	6	NP	F	0	-	636		FALSE	8	NP	F	0	-	955		TRUE	10	FC	AAA	2022	1	1115	3.03300000E+001									
jelly kiss	Bits	Bits	3000	5000	8000	0	0									FALSE	4	NP	F	0	-	373		FALSE	5	NP	F	0	-	552		TRUE	8	NP	F	0	-	656										FALSE	2	NP	F	0	-	267		FALSE	5	NP	F	0	-	503		TRUE	8	NP	F	0	-	682										
LAB	Sub	TRI3	0	0	0	20.098	30.744									TRUE	5	NP	F	0	-	534		TRUE	9	HC	A	1546	22	1029	2.00980000E+001	TRUE	10	F	B	1235	132	1075										TRUE	5	NP	F	0	-	547		TRUE	10	NC	B	1338	50	1014		TRUE	11	EX	AA	2196	4	1255	3.07440000E+001									
LOVE IS ORANGE	Bits	Bits	4000	5500	8500	0	33.872									FALSE	4	NP	F	0	-	399		FALSE	6	NP	F	0	-	519		TRUE	8	NP	F	0	-	903		TRUE	10	NP	F	0	-	1059		FALSE	4	NP	F	0	-	456		FALSE	5	NP	F	0	-	570		TRUE	9	NP	F	0	-	1034		TRUE	11	EX	AAA	2336	4	1243	3.38720000E+001	
Luv 2 Feel Your Body	Bits	Bits	5000	7500	9500	0	25.2									FALSE	4	NP	F	0	-	437		FALSE	6	NP	F	0	-	542		TRUE	9	NP	F	0	-	839										FALSE	6	NP	F	0	-	552		FALSE	9	FC	AA	1233	2	703		TRUE	10	FC	AAA	1680	1	945	2.52000000E+001									
memories	Bits	Bits	5000	9500	10000	0	30.8									FALSE	5	NP	F	0	-	578		TRUE	9	NP	F	0	-	1056		TRUE	9	NP	F	0	-	1157										FALSE	5	NP	F	0	-	578		TRUE	10	NP	F	0	-	1122		TRUE	11	EX	AA	2200	15	1274	3.08000000E+001									
murmur twins	Base	Base	0	0	0	19.504	28.294									TRUE	5	NP	F	0	-	567		TRUE	9	NP	F	0	-	854		TRUE	11	EC	A	1696	53	1207	1.95040000E+001									TRUE	5	NP	F	0	-	589		TRUE	10	EX	AA	1568	8	924		TRUE	12	EX	AA	2021	13	1188	2.82940000E+001									
MUSIC TO YOUR HEAD	Bits	Bits	6000	7500	9000	0	22.794									FALSE	4	NP	F	0	-	415		FALSE	7	NP	F	0	-	743		TRUE	9	NP	F	0	-	849										FALSE	8	NP	F	0	-	628		FALSE	8	NP	F	0	-	769		TRUE	9	EX	AAA	1572	3	849	2.27940000E+001									
OUTER LIMITS	Bits	Bits	3500	7000		0	13.692									FALSE	3	NP	F	0	-	334		TRUE	6	NP	F	0	-	670																		FALSE	4	NP	F	0	-	440		TRUE	8	EX	AA	978	11	572	1.36920000E+001																	
PLEASE DON'T GO	Base	Base	0	0	0	0	27.2025									TRUE	5	NP	F	0	-	505		TRUE	7	NP	F	0	-	715		TRUE	12	NP	F	0	-	1251										TRUE	4	NP	F	0	-	527		TRUE	9	NP	F	0	-	798		TRUE	10	HC	AA	2015	26	1188	2.72025000E+001									
rainbow flyer	Bits	Bits	4500	9500	11000	24.542	28.126									FALSE	5	NP	F	0	-	422		TRUE	9	NP	F	0	-	859		TRUE	11	EX	AA	1753	13	1081	2.45420000E+001									FALSE	4	NP	F	0	-	424		TRUE	10	EX	AA	1646	3	931		TRUE	11	EX	AA	2009	12	1167	2.81260000E+001									
STAR DREAM	Bits	Bits	6000	7500	4500	0	0									FALSE	5	NP	F	0	-	396		FALSE	7	NP	F	0	-	677		TRUE	9	NP	F	0	-	725										FALSE	7	NP	F	0	-	592		FALSE	8	NP	F	0	-	731																		
thunder	Bits	Bits	5500	8500	10000	14.868	29.551									FALSE	6	NP	F	0	-	609		FALSE	8	NP	F	0	-	817		TRUE	9	HC	B	1239	38	959	1.48680000E+001									FALSE	5	NP	F	0	-	608		FALSE	9	FC	AAA	1703	0	944		TRUE	11	EX	AAA	2038	9	1126	2.95510000E+001									
WAR GAME	Bits	Bits	4000	7500	10000	0	27.492									FALSE	4	NP	F	0	-	488		FALSE	8	NP	F	0	-	789		TRUE	10	NP	F	0	-	1077										FALSE	4	NP	F	0	-	496		FALSE	7	NP	F	0	-	820		TRUE	10	EX	AAA	1896	4	1044	2.74920000E+001									
World Wide Love	Bits	Bits	3500	5000	2500	0	0									FALSE	3	NP	F	0	-	353		TRUE	5	NP	F	0	-	526		TRUE	5	NP	F	0	-	559										FALSE	4	NP	F	0	-	454		TRUE	5	NP	F	0	-	560																		
xenon	Base	Base	0	0	0	15.7815	31.976									TRUE	5	NP	F	0	-	570		TRUE	9	NP	F	0	-	867		TRUE	11	EC	C	1503	57	1379	1.57815000E+001									TRUE	5	NP	F	0	-	563		TRUE	8	NP	F	0	-	865		TRUE	11	EX	AA	2284	12	1379	3.19760000E+001									
合体せよ！ストロングイェーガー！！	Bits	Bits	7000	8500		0	16.9395									FALSE	6	NP	F	0	-	811		TRUE	7	NP	F	0	-	879																		FALSE	8	NP	F	0	-	822		TRUE	10	AC	AA	1473	31	879	1.69395000E+001																	
桜	Bits	Bits	7500	10000	12000	0	23.787									FALSE	7	NP	F	0	-	541		TRUE	10	NP	F	0	-	819		TRUE	12	NP	F	0	-	1123										FALSE	8	NP	F	0	-	605		TRUE	10	EX	AA	1455	11	819		TRUE	12	HC	AA	1762	38	1047	2.37870000E+001									
蒼い衝動	Bits	Bits	5000	6500	8500	0	21.6775									FALSE	5	NP	F	0	-	468		FALSE	7	NP	F	0	-	694		TRUE	8	NP	F	0	-	803										FALSE	5	NP	F	0	-	524		FALSE	6	NP	F	0	-	685		TRUE	9	EX	AAA	1495	10	795	2.16775000E+001									
lower world	Bits	Bits	6500	9500	11000	0	28.896									FALSE	6	NP	F	0	-	706		TRUE	9	NP	F	0	-	979		TRUE	10	NP	F	0	-	1144										FALSE	7	NP	F	0	-	705		TRUE	10	NP	F	0	-	981		TRUE	12	EX	AA	2064	15	1254	2.88960000E+001									
Silvia Drive	Bits	Bits	5500	9000	10000	0	33.096									FALSE	4	NP	F	0	-	429		TRUE	8	NP	F	0	-	790		TRUE	9	NP	F	0	-	1049										FALSE	7	NP	F	0	-	687		TRUE	10	EX	AAA	1737	5	946		TRUE	11	EX	AA	2364	18	1364	3.30960000E+001									
lights	Bits	Bits	5000	7500	9000	15.912	25.752									FALSE	3	NP	F	0	-	357		TRUE	6	NP	F	0	-	753		TRUE	8	NC	A	1326	28	910	1.59120000E+001									FALSE	7	FC	AAA	1148	3	635		TRUE	9	EX	AAA	1682	3	927		TRUE	10	EX	AAA	1776	8	995	2.57520000E+001									
fun	Bits	Bits	4000	7000	10000	0	25.694									FALSE	4	NP	F	0	-	311		FALSE	7	NP	F	0	-	586		TRUE	10	NP	F	0	-	950										FALSE	4	NP	F	0	-	295		FALSE	7	NP	F	0	-	574		TRUE	10	EX	AAA	1772	7	950	2.56940000E+001									
Be Rock U (1998 burst style)	Bits	Bits	4000	7000	4500	18.473	15.484									FALSE	4	NP	F	0	-	442		TRUE	7	NC	B	782	71	691		TRUE	9	HC	A	1421	18	936	1.84730000E+001									FALSE	4	NP	F	0	-	442		TRUE	7	EX	AA	1106	5	691	1.54840000E+001																	
Prelude	Bits	Bits	4500	6000	5000	0	0									FALSE	5	NP	F	0	-	442		FALSE	6	NP	F	0	-	707		TRUE	10	NP	F	0	-	1034										FALSE	4	NP	F	0	-	441		FALSE	6	NP	F	0	-	707																		
BREEDING	Bits	Bits	4500	6000	6500	16.7535	0									FALSE	4	NP	F	0	-	439		FALSE	6	NP	F	0	-	732		TRUE	7	HC	AA	1241	15	778	1.67535000E+001									FALSE	5	NP	F	0	-	584		FALSE	6	NP	F	0	-	714		TRUE	6	NP	F	0	-	732										
ADVANCE	Bits	Bits	4500	6000	7000	17.9945	17.4145									FALSE	4	NP	F	0	-	241		FALSE	6	NP	F	0	-	444		TRUE	7	EX	AAA	1241	2	673	1.79945000E+001									FALSE	5	NP	F	0	-	370		FALSE	6	NP	F	0	-	579		TRUE	7	EX	AAA	1201	3	620	1.74145000E+001									
Cradle	Base	Base	0	0	0	15.625	21.1845									TRUE	5	NP	F	0	-	466		TRUE	8	NC	AA	1250	9	751	1.56250000E+001	TRUE	10	NP	F	0	-	803										TRUE	6	NP	F	0	-	617		TRUE	10	EX	AAA	1461	3	784	2.11845000E+001																	
Make A Difference	Bits	Bits	5000	9000	10000	19.404	32.016									FALSE	5	NP	F	0	-	445		FALSE	9	NP	F	0	-	846		TRUE	10	NC	A	1617	60	1155	1.94040000E+001									FALSE	5	NP	F	0	-	441		FALSE	9	NP	F	0	-	866		TRUE	10	EX	AAA	2208	5	1202	3.20160000E+001									
moon_child	Base	Base	0	0	0	25.766	33.345									TRUE	5	NP	F	0	-	533		TRUE	10	NP	A	1379	72	1026		TRUE	12	HC	A	1982	35	1300	2.57660000E+001									TRUE	4	NP	F	0	-	510		TRUE	11	EX	AA	1817	13	1049		TRUE	12	HC	A	2565	62	1661	3.33450000E+001									
The end of my spiritually	Bits	Bits	4500	6000	7500	18.075	21.3875									FALSE	4	NP	F	0	-	470		FALSE	6	NP	F	0	-	600		TRUE	7	FC	AAA	1205	0	656	1.80750000E+001									FALSE	5	NP	F	0	-	555		FALSE	6	NP	F	0	-	642		TRUE	8	EX	AAA	1475	7	809	2.13875000E+001									
昭和企業戦士荒山課長	Bits	Bits	3500	6000	3500	0	0									FALSE	3	NP	F	0	-	399		TRUE	6	NP	F	0	-	752		FALSE	7	NP	F	0	-	818										FALSE	4	NP	F	0	-	399		TRUE	6	NP	F	0	-	767																		
ライオン好き	Bits	Bits	3500	5500	3500	0	0									FALSE	4	NP	F	0	-	329		TRUE	5	NP	F	0	-	600		FALSE	7	NP	F	0	-	755										FALSE	3	NP	F	0	-	329		TRUE	6	NP	F	0	-	614																		
The Biggest Roaster	Bits	Bits	4000	6000	3500	12.879	14.97									TRUE	4	NP	F	0	-	314		TRUE	6	NP	F	0	-	529		TRUE	7	HC	AA	954	16	583	1.28790000E+001									TRUE	4	NP	F	0	-	314		TRUE	6	FC	AAA	998	0	529	1.49700000E+001																	
ACT	Bits	Bits	6000	9000	9500	0	26.129									FALSE	6	NP	F	0	-	532		TRUE	9	NP	F	0	-	864		TRUE	9	NP	F	0	-	935										FALSE	6	NP	F	0	-	637		TRUE	9	NP	F	0	-	890		TRUE	10	EX	AAA	1802	13	1005	2.61290000E+001									
SNOW	Base	Base	0	0	0	0	27.7095									TRUE	5	NP	F	0	-	534		TRUE	7	NP	F	0	-	704		TRUE	10	NP	F	0	-	1038										TRUE	5	NP	F	0	-	598		TRUE	8	NP	F	0	-	762		TRUE	10	EX	AAA	1911	7	1037	2.77095000E+001									
POWER DREAM	Bits	Bits	4500	8000	9000	0	24.418									FALSE	4	NP	F	0	-	393		FALSE	8	NP	F	0	-	818		TRUE	10	NP	F	0	-	939										FALSE	5	NP	F	0	-	581		FALSE	8	NP	F	0	-	818		TRUE	8	EX	AAA	1684	2	879	2.44180000E+001									
SWEETEST SAVAGE	Bits	Bits	5000	7000	11000	0	26.622									FALSE	4	NP	F	0	-	335		FALSE	7	NP	F	0	-	704		TRUE	11	NP	F	0	-	930										FALSE	6	NP	F	0	-	551		FALSE	7	NP	F	0	-	702		TRUE	11	EX	AAA	1836	4	965	2.66220000E+001									
rottel-the-Mercury	Base	Base	0	0	0	0	31.6535									TRUE	6	NP	F	0	-	503		TRUE	9	NP	F	0	-	963		TRUE	10	NP	F	0	-	1137										TRUE	6	NP	F	0	-	634		TRUE	9	NP	F	0	-	924		TRUE	11	EX	AAA	2183	13	1132	3.16535000E+001									
one or eight	Bits	Bits	7000	9000	11000	23.439	33.561									TRUE	7	NC	C	744	78	695		TRUE	10	EX	AA	1562	13	985		TRUE	12	HC	A	1803	34	1177	2.34390000E+001									TRUE	7	NP	F	0	-	632		TRUE	8	NP	F	0	-	790		TRUE	10	EX	AA	1918	16	1110		TRUE	12	HC	AA	2486	20	1426	3.35610000E+001	
LOVE♥SHINE	Bits	Bits	4500	8000	9500	0	0	TRUE	3	NP	F	0	-	270		FALSE	5	NP	F	0	-	433		FALSE	9	NP	F	0	-	921		TRUE	10	NP	F	0	-	1046										FALSE	4	NP	F	0	-	427		FALSE	7	NP	F	0	-	673		TRUE	9	NP	F	0	-	960										
PARANOIA survivor MAX	Bits	Bits	5000	7500	4500	13.195	18.06									FALSE	5	NP	F	0	-	448		TRUE	8	NP	F	0	-	662		TRUE	9	HC	A	1015	16	754	1.31950000E+001									FALSE	5	NP	F	0	-	448		TRUE	7	FC	AAA	1204	2	661	1.80600000E+001																	
HYPER EUROBEAT (2DX style)	Bits	Bits	5500	8000	5000	0	0									FALSE	5	NP	F	0	-	557		FALSE	8	NP	F	0	-	843		TRUE	10	NP	F	0	-	990										FALSE	6	NP	F	0	-	604		FALSE	8	NP	F	0	-	832																		
Sweet Sweet ♥ Magic	Bits	Bits	5000	8500	10500	0	27.666									FALSE	5	NP	F	0	-	509		FALSE	8	NP	F	0	-	784		TRUE	10	NP	F	0	-	1032										FALSE	5	NP	F	0	-	519		FALSE	9	NP	F	0	-	786		TRUE	11	EX	AAA	1908	8	1055	2.76660000E+001									
bag	Bits	Bits	5500	7500	10000	0	28.2315									FALSE	5	NP	F	0	-	468		FALSE	6	NP	F	0	-	621		TRUE	10	NP	F	0	-	963										FALSE	6	NP	F	0	-	636		FALSE	9	NP	F	0	-	912		TRUE	10	EX	AAA	1947	3	1023	2.82315000E+001									
e-motion 2003 -romantic extra-	Bits	Bits	7000	9000	5000	0	24.136									FALSE	6	NP	F	0	-	671		TRUE	8	NP	F	0	-	824		TRUE	10	NP	F	0	-	1001										FALSE	8	NP	F	0	-	715		TRUE	10	EX	AA	1724	3	978	2.41360000E+001																	
Abyss -The Heavens Remix-	Base	Base	0	0	0	0	42.3835	TRUE	3	NP	F	0	-	288		TRUE	7	NP	F	0	-	766		TRUE	10	NP	F	0	-	938		TRUE	10	NP	F	0	-	1188		TRUE	11	NP	F	0	-	1637		TRUE	6	FC	AAA	1565	0	803		TRUE	9	NP	F	0	-	1036		TRUE	10	EX	AAA	1960	13	1102		TRUE	11	EX	AAA	2923	7	1557	4.23835000E+001	
Distress	Bits	Bits	8000	10500		20.412	34.695									FALSE	7	NP	F	0	-	691		TRUE	10	EX	AA	1458	9	937	2.04120000E+001																	FALSE	9	NP	F	0	-	993		TRUE	11	FC	AAA	2313	7	1254	3.46950000E+001																	
Let The Snow Paint Me -Y&Co. Remix-	Bits	Bits	5000	7000	9500	0	24.248									FALSE	5	NP	F	0	-	423		FALSE	6	NP	F	0	-	644		TRUE	10	NP	F	0	-	910										FALSE	5	NP	F	0	-	420		FALSE	8	NP	F	0	-	662		TRUE	9	EX	AA	1732	12	989	2.42480000E+001									
RISLIM -Remix-	Bits	Bits	5000	7500	11500	15.824	27.567									FALSE	4	NP	F	0	-	405		FALSE	6	NP	F	0	-	508		TRUE	11	EC	A	1376	69	959	1.58240000E+001									FALSE	6	NP	F	0	-	521		FALSE	9	NP	F	0	-	817		TRUE	12	HC	AA	2042	30	1151	2.75670000E+001									
BRIGHTNESS DARKNESS	Bits	Bits	3500	8000	9500	0	0									FALSE	4	NP	F	0	-	363		FALSE	8	NP	F	0	-	750		TRUE	9	NP	F	0	-	889										FALSE	3	NP	F	0	-	381		FALSE	8	NP	F	0	-	825		TRUE	10	NP	F	0	-	984										
Quickening	Bits	Bits	5000	8000	10000	0	27.5935									FALSE	5	NP	F	0	-	478		FALSE	9	NP	F	0	-	875		TRUE	10	NP	F	0	-	1062										FALSE	5	NP	F	0	-	440		FALSE	7	NP	F	0	-	620		TRUE	10	EX	AAA	1903	11	1044	2.75935000E+001									
pandora	Bits	Bits	6000	8500	10000	0.336	25.802									FALSE	5	NP	F	0	-	455		FALSE	8	NP	F	0	-	852		TRUE	9	EC	F	32	28	931	3.36000000E-001									FALSE	7	NP	F	0	-	509		FALSE	9	NP	F	0	-	805		TRUE	11	EX	AA	1843	7	1040	2.58020000E+001									
BABY LOVE	Bits	Bits	6000	7000	10500	24.867	30.9865									FALSE	6	NP	F	0	-	598		FALSE	7	NP	F	0	-	865		TRUE	10	HC	AA	1842	28	1089	2.48670000E+001									FALSE	6	NP	F	0	-	596		FALSE	7	NP	F	0	-	779		TRUE	11	EX	AAA	2137	13	1159	3.09865000E+001									
